indicator_id,cartodb_id,iso,sub_nat_id,boundary,boundary_id,thresh,country,year,value,province,boundary_name,indicator_name,units
2,965620,MEX,,pra,24,10,Mexico,2010,0.099777514,,Protected Areas,Tree cover loss percentage,%
2,965626,MEX,,pra,24,10,Mexico,2011,0.121393616,,Protected Areas,Tree cover loss percentage,%
2,965632,MEX,,pra,24,10,Mexico,2012,0.101184952,,Protected Areas,Tree cover loss percentage,%
2,965638,MEX,,pra,24,10,Mexico,2013,0.1623837,,Protected Areas,Tree cover loss percentage,%
2,965644,MEX,,pra,24,10,Mexico,2014,0.09143817,,Protected Areas,Tree cover loss percentage,%
2,965650,MEX,,pra,24,10,Mexico,2015,0.12135986,,Protected Areas,Tree cover loss percentage,%
2,965656,MEX,,pra,24,10,Mexico,2016,0.169597459,,Protected Areas,Tree cover loss percentage,%
2,965947,MEX,,pra,24,30,Mexico,2001,0.094496019,,Protected Areas,Tree cover loss percentage,%
2,965953,MEX,,pra,24,30,Mexico,2002,0.087020153,,Protected Areas,Tree cover loss percentage,%
2,965959,MEX,,pra,24,30,Mexico,2003,0.081321765,,Protected Areas,Tree cover loss percentage,%
2,965965,MEX,,pra,24,30,Mexico,2004,0.108021493,,Protected Areas,Tree cover loss percentage,%
2,965971,MEX,,pra,24,30,Mexico,2005,0.123788577,,Protected Areas,Tree cover loss percentage,%
2,965977,MEX,,pra,24,30,Mexico,2006,0.090090571,,Protected Areas,Tree cover loss percentage,%
2,965983,MEX,,pra,24,30,Mexico,2007,0.115968049,,Protected Areas,Tree cover loss percentage,%
2,965989,MEX,,pra,24,30,Mexico,2008,0.115547932,,Protected Areas,Tree cover loss percentage,%
2,965994,MEX,,pra,24,30,Mexico,2009,0.236923514,,Protected Areas,Tree cover loss percentage,%
2,966000,MEX,,pra,24,30,Mexico,2010,0.113189035,,Protected Areas,Tree cover loss percentage,%
2,966006,MEX,,pra,24,30,Mexico,2011,0.137652152,,Protected Areas,Tree cover loss percentage,%
2,966012,MEX,,pra,24,30,Mexico,2012,0.114162011,,Protected Areas,Tree cover loss percentage,%
2,966018,MEX,,pra,24,30,Mexico,2013,0.182101167,,Protected Areas,Tree cover loss percentage,%
2,966024,MEX,,pra,24,30,Mexico,2014,0.102380393,,Protected Areas,Tree cover loss percentage,%
